year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2016,Architectural and engineering managers,"Management, Business, and Financial",Management,144812,131956,12856,8.87771731624451,130293,130300.0,130255.0,99.96546431312356
2016,Food service managers,"Management, Business, and Financial",Management,792807,436773,356034,44.90802931861096,38380,42601.0,31861.0,74.78932419426773
2016,Gaming managers,"Management, Business, and Financial",Management,15477,10129,5348,34.55450022614202,55674,56664.0,52872.0,93.30792037272342
2016,Lodging managers,"Management, Business, and Financial",Management,107568,50893,56675,52.68760226089544,45875,51697.0,41285.0,79.85956631912877
2016,Medical and health services managers,"Management, Business, and Financial",Management,606615,176012,430603,70.98456187202757,71739,87311.0,66855.0,76.57110787873235
2016,Natural sciences managers,"Management, Business, and Financial",Management,17916,8464,9452,52.75731189997768,92161,111817.0,76768.0,68.65503456540598
2016,Postmasters and mail superintendents,"Management, Business, and Financial",Management,20947,11398,9549,45.58648016422399,71429,72401.0,67745.0,93.56914959738126
2016,"Property, real estate, and community association managers","Management, Business, and Financial",Management,459115,233710,225405,49.09554251113556,51957,61797.0,46405.0,75.09264203763937
2016,Social and community service managers,"Management, Business, and Financial",Management,296269,91027,205242,69.27555701068961,56610,68388.0,52444.0,76.6859682985319
2016,"Managers, all other","Management, Business, and Financial",Management,3758629,2472383,1286246,34.221148189938404,78843,84600.0,67769.0,80.10520094562648
2016,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",Business and Financial Operations,33337,17328,16009,48.02171761106278,51728,55328.0,50761.0,91.74558993637942
2016,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",Business and Financial Operations,139871,71088,68783,49.17602648154371,41625,41612.0,41637.0,100.06007882341632
2016,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",Business and Financial Operations,253717,122410,131307,51.75333146773768,54740,60366.0,51121.0,84.6850876321108
2016,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",Business and Financial Operations,271129,105531,165598,61.07719941430094,52582,60840.0,50024.0,82.22222222222221
2016,Compliance officers,"Management, Business, and Financial",Business and Financial Operations,226344,107204,119140,52.63669458876754,69262,73211.0,64588.0,88.22171531600442
2016,Cost estimators,"Management, Business, and Financial",Business and Financial Operations,122804,105522,17282,14.07283150385981,63106,65805.0,49752.0,75.60519717346706
2016,Human resources workers,"Management, Business, and Financial",Business and Financial Operations,678049,188438,489611,72.20879316981517,57369,66412.0,54975.0,82.77871469011625
2016,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",Business and Financial Operations,47978,10731,37247,77.63349868689816,54108,62886.0,51522.0,81.92920522850872
2016,Training and development specialists,"Management, Business, and Financial",Business and Financial Operations,111303,50284,61019,54.8224216777625,58739,65332.0,52456.0,80.29143451907181
2016,Logisticians,"Management, Business, and Financial",Business and Financial Operations,117328,77464,39864,33.97654438838129,52260,55233.0,50220.0,90.92390418771387
2016,Management analysts,"Management, Business, and Financial",Business and Financial Operations,630863,369877,260986,41.36967931230711,83080,91169.0,76338.0,83.73240904254736
2016,"Meeting, convention, and event planners","Management, Business, and Financial",Business and Financial Operations,96349,24116,72233,74.97016056212311,46598,42729.0,47221.0,110.51276650518382
2016,Fundraisers,"Management, Business, and Financial",Business and Financial Operations,68581,20709,47872,69.80358991557428,66048,77186.0,64272.0,83.26898660378825
2016,Market research analysts and marketing specialists,"Management, Business, and Financial",Business and Financial Operations,237008,103644,133364,56.269830554242894,70985,82565.0,64398.0,77.99672984920971
2016,"Business operations specialists, all other","Management, Business, and Financial",Business and Financial Operations,236553,110674,125879,53.21386750537934,61811,73014.0,52499.0,71.9026488070781
2016,Accountants and auditors,"Management, Business, and Financial",Business and Financial Operations,1628824,656553,972271,59.69159344410446,63740,76129.0,57370.0,75.35893023683484
2016,Appraisers and assessors of real estate,"Management, Business, and Financial",Business and Financial Operations,73690,50409,23281,31.59316053738635,60533,62298.0,50291.0,80.72650807409548
2016,Budget analysts,"Management, Business, and Financial",Business and Financial Operations,42410,16123,26287,61.98302287196415,71237,75399.0,68955.0,91.45346755262004
2016,Credit analysts,"Management, Business, and Financial",Business and Financial Operations,26382,12589,13793,52.28185884315063,53909,58520.0,51419.0,87.86568694463432
2016,Financial analysts,"Management, Business, and Financial",Business and Financial Operations,194932,117808,77124,39.56456610510332,82415,93203.0,73427.0,78.78179886913512
2016,Personal financial advisors,"Management, Business, and Financial",Business and Financial Operations,327459,231444,96015,29.321228001062728,91150,101634.0,69479.0,68.36196548399158
2016,Insurance underwriters,"Management, Business, and Financial",Business and Financial Operations,98194,36949,61245,62.37142798949019,61197,73389.0,56465.0,76.93932333183447
2016,Financial examiners,"Management, Business, and Financial",Business and Financial Operations,14812,7827,6985,47.15770996489333,79594,85285.0,70328.0,82.46233218033652
2016,Credit counselors and loan officers,"Management, Business, and Financial",Business and Financial Operations,292543,132203,160340,54.80903662025754,59219,76686.0,50325.0,65.62475549644003
2016,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",Business and Financial Operations,42395,15901,26494,62.49321853992216,51797,61586.0,50296.0,81.66791153833664
2016,Tax preparers,"Management, Business, and Financial",Business and Financial Operations,55325,23690,31635,57.1802982376864,55336,70019.0,48033.0,68.59995144175153
2016,"Financial specialists, all other","Management, Business, and Financial",Business and Financial Operations,47467,22881,24586,51.79598457875998,61271,85274.0,50828.0,59.60550695405399
2016,Computer systems analysts,"Computer, Engineering, and Science",Computer and mathematical,448325,267043,181282,40.43539842748006,80219,85192.0,72409.0,84.99506995962062
2016,Information security analysts,"Computer, Engineering, and Science",Computer and mathematical,74659,60291,14368,19.24483317483492,91119,93450.0,85895.0,91.91546281433922
2016,Computer programmers,"Computer, Engineering, and Science",Computer and mathematical,370512,293334,77178,20.83009457183573,85795,87064.0,80528.0,92.49287880180096
2016,"Software developers, applications and systems software","Computer, Engineering, and Science",Computer and mathematical,1124661,918865,205796,18.29849172328373,100760,101969.0,88759.0,87.04508232894311
2016,Web developers,"Computer, Engineering, and Science",Computer and mathematical,138048,92611,45437,32.913914000927214,63173,67356.0,56860.0,84.41712690777362
2016,Computer support specialists,"Computer, Engineering, and Science",Computer and mathematical,553718,418848,134870,24.357163754835494,58027,60363.0,52699.0,87.30348060898233
2016,Database administrators,"Computer, Engineering, and Science",Computer and mathematical,99602,62319,37283,37.43197927752455,81082,90749.0,60838.0,67.03985718850896
2016,Network and computer systems administrators,"Computer, Engineering, and Science",Computer and mathematical,192293,157000,35293,18.35376222743417,73483,74896.0,69127.0,92.29731894894252
2016,Computer network architects,"Computer, Engineering, and Science",Computer and mathematical,92872,86504,6368,6.856749073994314,98374,98123.0,100471.0,102.39291501482832
2016,"Computer , all other","Computer, Engineering, and Science",Computer and mathematical,569272,445016,124256,21.827175761323232,70492,71112.0,66521.0,93.54398695016312
2016,Actuaries,"Computer, Engineering, and Science",Computer and mathematical,25197,17769,7428,29.479699964281465,108576,125465.0,92500.0,73.72574024628382
2016,Operations research analysts,"Computer, Engineering, and Science",Computer and mathematical,126989,63903,63086,49.67831859452394,81092,85955.0,76005.0,88.42417544063754
2016,Statisticians,"Computer, Engineering, and Science",Computer and mathematical,47469,26411,21058,44.36158334913311,81345,82414.0,80027.0,97.103647438542
2016,"Architects, except naval","Computer, Engineering, and Science",Architecture and Engineering,157568,119954,37614,23.871598294069862,76154,81075.0,61765.0,76.18254702436016
2016,Aerospace engineers,"Computer, Engineering, and Science",Architecture and Engineering,114956,102611,12345,10.738891401927694,102350,104133.0,91982.0,88.33126866603286
2016,Chemical engineers,"Computer, Engineering, and Science",Architecture and Engineering,57812,46688,11124,19.241679928042625,100425,101626.0,84137.0,82.7908212465314
2016,Civil engineers,"Computer, Engineering, and Science",Architecture and Engineering,311007,271698,39309,12.639265354156016,86606,89218.0,75052.0,84.12203815373579
2016,Electrical and electronics engineers,"Computer, Engineering, and Science",Architecture and Engineering,186214,171539,14675,7.880717883725176,96538,98702.0,81370.0,82.44007213632956
2016,Environmental engineers,"Computer, Engineering, and Science",Architecture and Engineering,27552,19945,7607,27.609610917537747,80421,81736.0,75468.0,92.33140843691886
2016,"Industrial engineers, including health and safety","Computer, Engineering, and Science",Architecture and Engineering,183615,145311,38304,20.861040764643413,79761,80491.0,75753.0,94.1136276105403
2016,Mechanical engineers,"Computer, Engineering, and Science",Architecture and Engineering,245579,228477,17102,6.963950500653558,84486,84537.0,84034.0,99.40499426286716
2016,"Engineers, all other","Computer, Engineering, and Science",Architecture and Engineering,471817,411849,59968,12.710012568432251,93058,95214.0,85464.0,89.75990925704204
2016,Drafters,"Computer, Engineering, and Science",Architecture and Engineering,132332,110629,21703,16.400417132666323,52899,54290.0,50363.0,92.7666236876036
2016,"Engineering technicians, except drafters","Computer, Engineering, and Science",Architecture and Engineering,319240,262975,56265,17.624671093847887,55953,58274.0,48448.0,83.13827779112468
2016,Agricultural and food scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",21091,13559,7532,35.71191503484899,70220,71570.0,64842.0,90.59941316193937
2016,Biological scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",65111,35893,29218,44.87413801047442,61171,65122.0,56853.0,87.3022941555849
2016,Medical scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",116550,54653,61897,53.107679107679104,74534,80827.0,71175.0,88.05844581637324
2016,Chemists and materials scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",77023,49013,28010,36.36576087662127,70594,75433.0,63426.0,84.08256333434969
2016,Environmental scientists and geoscientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",63449,42834,20615,32.49066179135999,72831,79279.0,60315.0,76.07941573430543
2016,"Physical scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",192236,115118,77118,40.11631536236709,77439,87134.0,65913.0,75.64555741731127
2016,Economists,"Computer, Engineering, and Science","Life, Physical, and Social Science",21747,15164,6583,30.27084195521221,109562,111514.0,103723.0,93.01343329088724
2016,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",121887,37701,84186,69.06889167835783,72789,90586.0,69134.0,76.31863643388603
2016,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",21747,12910,8837,40.63548995263714,70647,74634.0,65309.0,87.50569445561004
2016,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",24486,12996,11490,46.92477333986768,61924,67455.0,57068.0,84.6015862426803
2016,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",27668,16564,11104,40.13300563828249,45039,48340.0,40927.0,84.6648738105089
2016,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",16216,8401,7815,48.19314257523434,49041,50495.0,44796.0,88.71373403307258
2016,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",56741,40491,16250,28.63890308595196,52188,54898.0,48580.0,88.49138402127582
2016,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",127222,69211,58011,45.59824558645517,42673,45323.0,41614.0,91.81651700019856
2016,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,536072,148955,387117,72.21362055843244,45356,46279.0,45007.0,97.25145314289418
2016,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,704192,133995,570197,80.97180882486595,44669,44973.0,44603.0,99.17728414826674
2016,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,81680,37849,43831,53.66185112634672,48545,48620.0,48480.0,99.71205265322912
2016,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,146414,32813,113601,77.5888917726447,37732,39459.0,37450.0,94.90863934717048
2016,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,63963,21744,42219,66.00534684114253,45512,49319.0,42490.0,86.15340943652548
2016,Clergy,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,347581,291732,55849,16.067909350626188,45502,46282.0,41571.0,89.82109675467784
2016,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",Community and Social Service,45090,20243,24847,55.10534486582392,44160,51925.0,40845.0,78.66153105440539
2016,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",Community and Social Service,40939,19099,21840,53.34766359705904,35551,37461.0,32408.0,86.51130509062759
2016,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,891088,568630,322458,36.18699836604241,122073,136043.0,102484.0,75.33206412678345
2016,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,58544,32986,25558,43.65605356654824,102861,125071.0,80807.0,64.60890214358244
2016,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,318793,43287,275506,86.42159645914434,47223,49198.0,47073.0,95.6807187284036
2016,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,126357,34026,92331,73.07153541157197,50997,66459.0,46470.0,69.92280955175372
2016,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",881345,470888,410457,46.57166036001792,67145,74485.0,61169.0,82.12257501510372
2016,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",339677,6755,332922,98.01134607288688,25124,29102.0,25021.0,85.97690880351865
2016,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2398445,530970,1867475,77.86190636016252,50659,53096.0,50021.0,94.20860328461654
2016,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",536264,231158,305106,56.89473841242373,52671,55800.0,51608.0,92.48745519713262
2016,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",178054,25632,152422,85.60436721444056,48840,49953.0,48703.0,97.49764778892158
2016,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",356475,167249,189226,53.08254435794937,45426,51439.0,40544.0,78.81957269775852
2016,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",36260,13889,22371,61.696083838940986,48374,52835.0,45296.0,85.73104949370682
2016,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",115076,23238,91838,79.80638882130071,51429,57961.0,50671.0,87.42257725021997
2016,Teacher assistants,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",421376,53389,367987,87.32984318043742,22682,31063.0,22095.0,71.12963976434988
2016,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",74463,21638,52825,70.94127284691726,52790,59582.0,51638.0,86.66711422912961
2016,Artists and related workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121771,76519,45252,37.161557349451016,45124,51669.0,36922.0,71.45870831639861
2016,Designers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",628865,328481,300384,47.7660547176262,51768,60035.0,46516.0,77.48146914299991
2016,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121999,77794,44205,36.233903556586526,68571,71577.0,62435.0,87.22774075471172
2016,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",123505,91380,32125,26.011092668313022,46393,49152.0,41270.0,83.96402994791666
2016,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",66779,51875,14904,22.318393506940804,41300,41521.0,40399.0,97.29775294429324
2016,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",57202,31972,25230,44.10684941085976,55372,58457.0,50435.0,86.27709256376482
2016,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",103540,35880,67660,65.34672590303265,65386,77116.0,61547.0,79.81093417708387
2016,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",125387,64120,61267,48.86232225031303,55140,57665.0,52078.0,90.3112806728518
2016,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",47360,19792,27568,58.20945945945945,71388,73800.0,70139.0,95.03929539295392
2016,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",132235,57364,74871,56.61965440314592,55464,58065.0,52347.0,90.15241539653836
2016,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",54009,20909,33100,61.28608194930475,42255,47608.0,41197.0,86.53377583599395
2016,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",90481,54402,36079,39.87466982018324,36504,41275.0,31254.0,75.72138098122349
2016,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,40960,31857,9103,22.22412109375,80466,86586.0,57522.0,66.43337260065138
2016,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,93294,65998,27296,29.25804446159453,150132,158810.0,115473.0,72.71141615767269
2016,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,70729,8095,62634,88.55490675677586,49841,47439.0,49886.0,105.1582031661713
2016,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,27134,18087,9047,33.3419326306479,117397,125489.0,101000.0,80.48514212401086
2016,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,214665,97539,117126,54.56222486199427,120878,122351.0,118461.0,96.82062263487832
2016,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,743383,489748,253635,34.11902074704425,201542,231420.0,166388.0,71.89871229798635
2016,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,76018,27869,48149,63.338946039096,101940,111673.0,100434.0,89.93579468627152
2016,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,72099,9813,62286,86.38954770523864,70679,80834.0,70044.0,86.65165648118366
2016,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,162536,60163,102373,62.984815671605055,77605,85149.0,74555.0,87.55828019119426
2016,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,92125,37338,54787,59.47028493894165,56532,61280.0,52583.0,85.8077676240209
2016,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,107797,25250,82547,76.57634256983033,50208,52202.0,48955.0,93.77993180337918
2016,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,65797,26912,38885,59.09843913856256,90063,103622.0,82228.0,79.35380517650692
2016,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2317493,281048,2036445,87.87275732871686,65331,70952.0,64413.0,90.78391024918254
2016,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,26253,10941,15312,58.3247628842418,160522,176957.0,151667.0,85.7083924343202
2016,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,116166,14128,102038,87.83809376237454,100639,111130.0,100030.0,90.01169801133807
2016,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,245278,68887,176391,71.91472533207218,48170,51112.0,46984.0,91.92361871967444
2016,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,263276,88369,174907,66.43484404199395,58828,64560.0,55958.0,86.67596034696406
2016,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,167315,114281,53034,31.697098287661,42373,46301.0,39941.0,86.26379559836721
2016,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,440607,98824,341783,77.5709419051445,32466,36093.0,32093.0,88.9175186324218
2016,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,602316,77484,524832,87.1356563664256,38946,40939.0,38523.0,94.09853684750482
2016,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,148302,14938,133364,89.92731048805815,38273,37208.0,38404.0,103.21436250268758
2016,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,48366,14044,34322,70.96307323326305,37389,50622.0,35058.0,69.25447433922011
2016,Miscellaneous health technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97277,36999,60278,61.965315542214505,41207,51118.0,36438.0,71.2821315387926
2016,Other healthcare practitioners and technical ,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,105941,59387,46554,43.9433269461304,57179,61968.0,52594.0,84.8728375935967
2016,"Nursing, psychiatric, and home health aides",Service,Healthcare Support,1256050,174528,1081522,86.10501174316309,26056,29503.0,25706.0,87.13012236043792
2016,Physical therapist assistants and aides,Service,Healthcare Support,59281,19380,39901,67.30824378806025,45826,48915.0,42677.0,87.24726566492896
2016,Massage therapists,Service,Healthcare Support,67798,16699,51099,75.36947992566152,30766,30833.0,30739.0,99.69513183926313
2016,Dental assistants,Service,Healthcare Support,167955,13096,154859,92.20267333511951,31226,32231.0,31161.0,96.68021470013342
2016,Medical assistants,Service,Healthcare Support,382920,35341,347579,90.7706570563042,30549,32083.0,30418.0,94.8103356917994
2016,Veterinary assistants and laboratory animal caretakers,Service,Healthcare Support,28193,6400,21793,77.29932962082786,26441,35501.0,25095.0,70.6881496295879
2016,Phlebotomists,Service,Healthcare Support,82446,12560,69886,84.7657860902894,31121,30925.0,31160.0,100.75990299110752
2016,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,104670,33760,70910,67.74625011942294,30124,31812.0,28592.0,89.87803344649818
2016,First-line supervisors of correctional officers,Service,Protective Service,55565,39893,15672,28.204805183118868,51570,53611.0,48621.0,90.69220868851542
2016,First-line supervisors of police and detectives,Service,Protective Service,100335,84933,15402,15.350575571834357,79259,81092.0,70191.0,86.55724362452523
2016,"First-line supervisors of protective service workers, all other",Service,Protective Service,66575,49742,16833,25.284265865565157,49305,46609.0,54717.0,117.39578193052844
2016,Firefighters,Service,Protective Service,265198,253361,11837,4.46345749213795,67598,68680.0,51926.0,75.60570762958648
2016,"Bailiffs, correctional officers, and jailers",Service,Protective Service,375720,277833,97887,26.053177898435003,44807,47005.0,39834.0,84.74417615147325
2016,Detectives and criminal investigators,Service,Protective Service,112869,85853,27016,23.93571308330897,76604,81253.0,61821.0,76.08457533875672
2016,Police and sheriff's patrol officers,Service,Protective Service,669550,582716,86834,12.96900903591965,62852,64792.0,57402.0,88.59427089764168
2016,Private detectives and investigators,Service,Protective Service,70181,38879,31302,44.60181530613699,56272,61192.0,49673.0,81.17564387501635
2016,Security guards and gaming surveillance officers,Service,Protective Service,647922,505565,142357,21.9713175351354,30422,30724.0,28889.0,94.02747038146074
2016,Transportation security screeners,Service,Protective Service,33438,22782,10656,31.867934685088823,41793,43027.0,40534.0,94.20596369721338
2016,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,24348,15453,8895,36.53277476589453,30979,36282.0,21087.0,58.1197287911361
2016,Chefs and head cooks,Service,Food Preparation and Serving Related,346683,276631,70052,20.206355662089,31461,32240.0,27651.0,85.76612903225806
2016,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,409285,190025,219260,53.57147220152216,25713,29657.0,22979.0,77.48255049398118
2016,Cooks,Service,Food Preparation and Serving Related,1201892,775087,426805,35.51109417485098,21756,22575.0,20320.0,90.0110741971207
2016,Food preparation workers,Service,Food Preparation and Serving Related,347692,155856,191836,55.17411962311471,20506,21359.0,19894.0,93.14106465658504
2016,Bartenders,Service,Food Preparation and Serving Related,226847,115120,111727,49.25213910697519,29375,31277.0,26017.0,83.18253029382613
2016,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,141425,52096,89329,63.163514230157325,20518,20728.0,20369.0,98.26804322655346
2016,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,32438,12016,20422,62.95702571058634,19179,21885.0,17398.0,79.49737262965502
2016,Waiters and waitresses,Service,Food Preparation and Serving Related,734635,263439,471196,64.14015123156396,22252,25855.0,21182.0,81.92612647456971
2016,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,76030,28696,47334,62.25700381428384,24489,27481.0,23021.0,83.77060514537317
2016,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,91150,56105,35045,38.44761382336807,21276,22449.0,18832.0,83.88792373825115
2016,Dishwashers,Service,Food Preparation and Serving Related,110513,91810,18703,16.923800819813053,19808,19848.0,19550.0,98.49858927851672
2016,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,173482,117566,55916,32.23158598586597,36399,41024.0,28875.0,70.385627925117
2016,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Service,Building and Grounds Cleaning and Maintenance,128673,121311,7362,5.721480030775688,40635,40774.0,36184.0,88.74282631088438
2016,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1553626,1136790,416836,26.82988055040273,27742,30654.0,22962.0,74.90702681542376
2016,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,790133,128212,661921,83.77336473732903,21476,25788.0,21000.0,81.43322475570032
2016,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,802064,762329,39735,4.954093438927567,25708,25838.0,22944.0,88.79944268132208
2016,First-line supervisors of gaming workers,Service,Personal Care and Service,18772,11389,7383,39.32985297251225,45671,50429.0,41069.0,81.43925122449384
2016,First-line supervisors of personal service workers,Service,Personal Care and Service,74093,25605,48488,65.44207954867531,32240,41425.0,30569.0,73.79360289680145
2016,Animal trainers,Service,Personal Care and Service,29055,14018,15037,51.753570813973504,29978,34134.0,26578.0,77.86371359934377
2016,Nonfarm animal caretakers,Service,Personal Care and Service,120981,34640,86341,71.36740479910068,25210,30133.0,23724.0,78.73095941326784
2016,Gaming services workers,Service,Personal Care and Service,61881,34548,27333,44.17026227759733,39726,41137.0,36013.0,87.54406009188807
2016,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,57391,31464,25927,45.17607290341692,25263,27418.0,21946.0,80.04230797286455
2016,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,30549,22471,8078,26.442764083930737,51310,52119.0,42161.0,80.89372397781999
2016,Barbers,Service,Personal Care and Service,68864,56579,12285,17.839509758364315,25416,26320.0,21195.0,80.52811550151976
2016,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,447533,52211,395322,88.33359774586455,26146,31601.0,25636.0,81.12401506281446
2016,Miscellaneous personal appearance workers,Service,Personal Care and Service,206248,34993,171255,83.03353244637523,23474,26356.0,22777.0,86.42054940051601
2016,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,60412,47690,12722,21.05873005363173,31604,33549.0,27122.0,80.84294613848401
2016,Childcare workers,Service,Personal Care and Service,551286,34354,516932,93.76838882177309,21395,25324.0,21212.0,83.76243879323961
2016,Personal care aides,Service,Personal Care and Service,692735,132541,560194,80.86699820277595,22578,25856.0,22159.0,85.70157797029702
2016,Recreation and fitness workers,Service,Personal Care and Service,184743,79514,105229,56.95966829595709,31582,35050.0,30284.0,86.40228245363765
2016,Residential advisors,Service,Personal Care and Service,26803,10295,16508,61.59012050889826,28627,30144.0,27901.0,92.5590498938429
2016,"Personal care and service workers, all other",Service,Personal Care and Service,73763,37331,36432,49.39061589143608,26185,27148.0,24883.0,91.65684396640636
2016,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2677578,1537529,1140049,42.57762052123225,40573,46343.0,33778.0,72.88695164318236
